id,country,htap_region,climatic_zone,lon,lat,alt,relative_alt,type,type_of_area,water_25km,evergreen_needleleaf_forest_25km,evergreen_broadleaf_forest_25km,deciduous_needleleaf_forest_25km,deciduous_broadleaf_forest_25km,mixed_forest_25km,closed_shrublands_25km,open_shrublands_25km,woody_savannas_25km,savannas_25km,grasslands_25km,permanent_wetlands_25km,croplands_25km,urban_and_built-up_25km,cropland-natural_vegetation_mosaic_25km,snow_and_ice_25km,barren_or_sparsely_vegetated_25km,wheat_production,rice_production,nox_emissions,no2_column,population_density,max_population_density_5km,max_population_density_25km,nightlight_1km,nightlight_5km,max_nightlight_25km,o3_average_values,o3_daytime_avg,o3_nighttime_avg,o3_median,o3_perc25,o3_perc75,o3_perc90,o3_perc98,o3_dma8eu,o3_avgdma8epax,o3_drmdmax1h,o3_w90,o3_aot40,o3_nvgt070,o3_nvgt100,dataset
15382,Japan,EAS,warm_moist,140.1908,36.0711,25,23,other,suburban,6.1,0,0,0,0,12.9,0,0,10.5,0,0,0,53.1,8.4,5.8,0,0,0.564,0.154,10.7039,7.2,28492,28492,40505,63,59.59,63,26.3792,34.8711,19.5975,26.6667,12.6667,39.3333,50.3333,69.6667,66.2917,41.8075,55.526,372.571,21938.3485,18.3333,8,test
15383,Japan,EAS,warm_moist,139.7156,36.2039,19,12,other,suburban,0,0,0,0,0,5.2,2.8,0,7,0,1,0,60.9,21.6,0,0,0,0.119,16.23,10.7867,6.44,25109,25372,82655,62,54.3,63,24.8838,35.4038,16.5017,-999,-999,-999,-999,-999,68.125,43.1792,54.812,402.6214,-999,21,9.5,val
15384,Japan,EAS,warm_moist,140.2853,36.2022,25,23,other,suburban,6.3,1.3,0,0,0,20.1,0,0,11.8,0,0,0,44.5,5.7,8.2,0,0,0.314,12.334,4.6117,5.67,13596,13596,28492,63,48.68,63,24.5242,34.5884,16.2449,24.5,9.25,38,49,69,65.4062,41.2903,56.3271,368.2292,20690.49,16.5,6.25,test
15385,Japan,EAS,warm_moist,139.9761,36.3097,37,11,other,suburban,0,0,0,0,0,17.6,2.8,0,6.8,0,0,0,62.3,6.7,2.4,0,0,0.563,13.118,11.0427,6.11,12442,12442,25109,60,47.77,63,28.3941,38.0191,20.812,27.3333,14,41,54.6667,78,74.8333,45.1903,65.0053,492.4071,30946.771,35,13.6667,test
15386,Japan,EAS,warm_moist,140.1933,35.9075,5,3,other,suburban,3,0,0,0,0,8.5,0,0,12.4,0,0,0,41.3,29,3.1,0,0,1.071,13.076,11.6546,7.87,19314,21934,128424,54,45.27,63,26.8031,33.8345,20.0889,26.3333,13.6667,38.3333,48.3333,64,61.1667,39.9936,53.7079,293.3122,17247.7583,12.3333,4.3333,train
15387,Japan,EAS,warm_moist,139.96,36.1844,25,7,other,suburban,0,0,0,0,0,9.9,3,0,8.6,0,0,0,66,9.5,1.4,0,0,0.886,5.029,10.7737,7.18,9345,10815,35811,58,44.77,63,26.1363,34.9629,18.2242,26,12.5,38,50,67.9,63.9583,41.9657,55.2414,397.9242,22001.166,17.3333,7,train
15388,Japan,EAS,warm_moist,139.9914,36.0342,14,7,other,suburban,0,0,0,0,0,6.3,1.7,0,9.6,0,0,0,52.1,27.3,1.3,0,0,0.549,4.699,10.7602,8.16,8681,14635,128532,58,47.28,63,26.4965,36.0123,18.2901,26,11,39.3333,51.6667,74,69.75,43.5774,59.8975,436.5616,25811.5908,25.6667,11.3333,train
15389,Japan,EAS,warm_moist,140.5164,36.5247,30,8,other,suburban,15.1,0,0,0,0,47.3,0,0,5.6,0,0,0,16.7,8.4,5.3,0,0,0.233,13.244,5.40363,3.85,6325,9844,27747,40,36.48,63,30.991,36.1591,23.9201,29.5,18,40,50.5,62.5,59.625,41.6881,54.419,182.0805,17802.3368,7,1,train
15390,Japan,EAS,warm_moist,140.5342,36.3961,20,22,other,suburban,33.2,0,0,0,0,16,0,0,8.3,0,0,0,26.7,8,5.6,0,0,0.491,16.304,11.922,4.82,27668,27747,27747,61,59.65,63,27.6044,33.9035,20.9449,26.5,15.5,37.5,47.5,59.5,58.2917,39.5457,52.9482,219.0039,13546.5484,7.6667,1.3333,train
15391,Japan,EAS,warm_moist,140.7114,36.715,7,0,other,suburban,38.5,0,0,0,0,50.8,0,0,0,0,0,0,3.6,4.1,1.4,0,0,0.59,0,0.927915,3.2,3340,14596,19898,59,35.76,62,30.8859,34.6661,23.1987,29,18.5,38.5,47.5,58,58.3988,40.875,54.0027,178.3519,13408.3772,6,1.3333,train
15393,Japan,EAS,warm_moist,140.2386,36.3858,63,5,other,suburban,0,0,0,0,0,39.5,0,0,7.4,0,0,0,36.1,6.1,9.6,0,0,0.259,4.74,8.06715,4.83,3788,4148,24020,48,27.46,63,25.4168,34.9499,15.1212,-999,-999,-999,-999,-999,62.25,41.4514,52.9527,284.7773,-999,11.5,3.5,train
15394,Japan,EAS,warm_moist,140.0494,35.9117,20,14,other,suburban,0,0,0,0,0,4.7,1.2,0,9.3,0,0,0,43.1,38.2,1.9,0,0,0,8.633,11.6546,8.56,40005,82171,214162,61,58.29,63,26.1993,33.597,19.7377,-999,-999,-999,-999,-999,60.8125,40.0753,51.3954,336.4454,-999,10,3.5,train
15395,Japan,EAS,warm_moist,140.0203,36.1047,25,11,other,suburban,1.2,0,0,0,0,10.4,1.9,0,11.7,0,0,0,56.1,14.9,2.4,0,0,0.834,7.731,10.7173,6.7,12208,12301,86522,35,42.96,63,23.944,32.5427,16.8238,23,9.5,36.5,48.5,66,62.625,39.2869,52.7567,356.9492,18730.4091,14,6,train
15396,Japan,EAS,warm_moist,140.4203,36.3169,26,19,other,suburban,15,0,0,0,0,21.6,0,0,10.1,0,0,1,34.2,8,7.9,0,0,0.494,10.713,8.06777,4.64,5069,17116,27747,55,45.98,63,25.2437,-999,17.5301,-999,-999,-999,-999,-999,58.375,39.0931,52.6276,152.6562,-999,4,1.5,train
15397,Japan,EAS,warm_moist,140.5078,36.4481,34,16,other,suburban,21.6,0,0,0,0,28.9,0,0,7.8,0,0,0,24.6,7.8,7,0,0,1.043,5.834,11.9374,4.29,9847,22449,27747,63,57.9,63,30.0526,38.5625,21.661,29.25,15.75,42,52.5,70,66,44.7611,60.5581,342.2992,25473.8702,17.5,6.75,train
15398,Japan,EAS,warm_moist,140.4025,36.5614,90,34,other,suburban,1.1,0,0,0,0,67.3,0,0,4.5,0,0,0,13,5.9,7.1,0,0,0.553,0.07,1.76241,3.89,5782,5782,27747,59,31.31,63,29.7602,37.4754,20.8352,28.5,16,40,50.5,64.5,63.9167,43.643,55.4786,264.8617,20052.0604,12.6667,3,train
15399,Japan,EAS,warm_moist,140.5178,36.1594,32,13,other,suburban,29.3,3,0,0,0,7.1,0,0,8.6,0,0,2.8,37.3,4.3,6.9,0,0,0.456,9.699,1.75713,5.68,4322,4359,26087,51,27.12,63,26.1524,33.3349,18.2821,-999,-999,-999,-999,-999,57.5625,38.958,50.7925,198.6181,-999,6,1,test
15400,Japan,EAS,warm_moist,140.6219,35.965,40,15,other,suburban,43.6,3.4,0,0,0,7.7,0,0,4.3,0,0,2.3,30.6,3.8,3.3,0,0,0.694,19.346,52.4749,7.25,10190,10645,12675,60,49.13,63,33.2421,36.9325,29.6637,34.25,22.25,43.5,51.25,63,61.125,42.0499,56.0888,233.0359,19187.8182,9.25,1.75,train
15401,Japan,EAS,warm_moist,140.6267,35.9158,3,1,other,suburban,36.5,3.7,0,0,0,9.2,0,0,4.9,0,0,2.2,34.7,4.1,3.6,0,0,2.688,0,52.4749,7.25,9541,12675,14669,60,49.17,63,28.6951,33.738,23.7283,29.5,16,40,49,61.75,59.6562,39.1121,54.8511,219.4144,15297.2659,7,2,train
15403,Japan,EAS,warm_moist,140.6667,35.8889,3,2,other,suburban,32.5,3.2,0,0,0,9.6,0,0,5.3,0,0,2.4,38.1,4.7,3.2,0,0,2.688,0,52.4086,7.45,12675,12675,14669,57,52.18,63,27.8523,-999,-999,-999,-999,-999,-999,-999,-999,-999,47.8064,-999,-999,-999,-999,train
15404,Japan,EAS,warm_moist,140.7028,35.8522,2,1,other,suburban,43.1,2.4,0,0,0,7.9,0,0,4.3,0,0,2.2,31.3,5,2.7,0,0,0.113,14.491,1.69665,7.44,10693,11460,14669,50,44.04,63,30.3381,34.593,24.0622,30.5,17,41,50,60.5,58.75,39.0379,53.6761,141.7253,15492.2138,3.6667,0.3333,train
15405,Japan,EAS,warm_moist,140.7131,35.8897,4,5,other,suburban,41.9,2.8,0,0,0,7.9,0,0,4.2,0,0,2.4,32.3,4.8,2.7,0,0,0.113,14.491,1.69665,7.44,11460,12675,14669,60,48.77,63,33.4872,-999,-999,-999,-999,-999,-999,-999,-999,-999,56.3881,-999,-999,-999,-999,train
15406,Japan,EAS,warm_moist,140.6681,35.8894,4,2,other,suburban,32.5,3.2,0,0,0,9.6,0,0,5.3,0,0,2.4,38.1,4.7,3.2,0,0,2.688,0,52.4086,7.45,12675,12675,14669,61,54.26,63,32.4915,-999,-999,-999,-999,-999,-999,-999,-999,-999,54.7015,-999,-999,-999,-999,train
15407,Japan,EAS,warm_moist,140.6522,35.9175,5,2,other,suburban,36.5,3.7,0,0,0,9.2,0,0,4.9,0,0,2.2,34.7,4.1,3.6,0,0,2.688,0,52.4749,7.25,12675,12675,14669,62,56.6,63,29.7277,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.4254,-999,-999,-999,-999,train
15408,Japan,EAS,warm_moist,140.6253,35.9003,3,3,other,suburban,32.5,3.2,0,0,0,9.6,0,0,5.3,0,0,2.4,38.1,4.7,3.2,0,0,2.688,0,52.4749,7.25,9541,12675,14669,58,46.67,63,31.3917,-999,-999,-999,-999,-999,-999,-999,-999,-999,54.2687,-999,-999,-999,-999,train
15409,Japan,EAS,warm_moist,140.6953,35.8686,7,8,other,suburban,41.9,2.8,0,0,0,7.9,0,0,4.2,0,0,2.4,32.3,4.8,2.7,0,0,2.688,0,52.4086,7.45,10693,11460,14669,54,49.19,63,30.7592,-999,-999,-999,-999,-999,-999,-999,-999,-999,51.7836,-999,-999,-999,-999,train
15410,Japan,EAS,warm_moist,140.7406,35.8383,9,7,other,suburban,52.4,2.1,0,0,0,6.1,0,0,3.4,0,0,1.9,26.1,4.6,2.5,0,0,0.103,17.149,1.69665,7.44,10787,13603,14669,40,34.61,63,33.8902,36.8284,28.3406,34,21.5,43,50.5,62,61.2738,41.8621,55.0527,162.3578,17507.1377,7.3333,0.5,train
15411,Japan,EAS,warm_moist,140.5675,35.9397,2,0,other,suburban,21,3.5,0,0,0,11.1,0,0,6.8,0,0,2.3,43.8,5.4,5,0,0,0.449,18.644,52.4749,6.98,7996,9260,14045,52,36.62,63,28.8276,34.8291,23.3559,30,16,40.6667,49.6667,63.3333,61.4167,40.3183,54.8857,224.7083,17174.8834,8,2.6667,train
15412,Japan,EAS,warm_moist,140.3189,35.9539,21,10,other,suburban,7.2,1.9,0,0,0,11.2,0,0,12.8,0,0,1.5,47.3,11.9,5.1,0,0,0.728,3.986,7.02293,7.4,6502,11486,40505,32,31.24,63,28.9422,36.0659,22.4638,28.5,16.75,39.75,50.5,69.75,66.5625,42.0284,58.1352,389.7023,21655.4879,18.75,10,val
15415,Japan,EAS,warm_moist,139.8639,36.4875,99,17,other,suburban,0,0,0,0,0,30.7,2.3,0,3.1,0,0,0,49.1,10.4,2.9,0,0,0.271,14.482,11.0569,6.09,18746,25088,25109,62,60.59,63,27.171,38.2723,17.5135,26,10.5,40.75,55.25,78.25,74.9062,46.1061,65.4446,425.1098,32063.7484,36,10.75,train
15416,Japan,EAS,warm_moist,139.9794,36.5342,115,29,other,suburban,0,0,0,0,0,32.5,1.4,0,2.3,0,0,0,46.9,8.9,7.1,0,0,0.089,19.824,10.3282,5.75,24390,25109,25109,49,46.17,63,27.2657,37.6548,18.496,25.6667,12.3333,40.6667,54.3333,75.3333,70.625,45.0326,60.9697,392.6319,30070.5135,28,8.6667,train
15417,Japan,EAS,warm_moist,139.8811,36.56,116,26,other,suburban,0,0,0,0,0,33.2,1.6,0,2.4,0,0,0,46.4,9.8,5.7,0,0,0.016,11.054,10.3282,5.65,25095,25095,25109,63,62.65,63,24.7517,33.3663,18.4104,24.25,11.5,37.1875,50,70.25,66.6562,40.4614,56.1732,310.2442,21026.5118,21.5,3.75,train
15418,Japan,EAS,warm_moist,139.4494,36.3403,33,15,other,suburban,0,0,0,0,0,32.6,2.7,1.2,6.6,0,2.3,0,37.5,15.1,1.1,0,0,0.152,20.719,9.83431,4.84,15111,19614,35957,63,56.3,63,28.4597,-999,-999,-999,-999,-999,-999,-999,-999,-999,59.1606,-999,-999,-999,-999,train
15420,Japan,EAS,warm_moist,139.6508,36.2667,26,8,other,suburban,0,0,0,0,0,19,2.7,0,5.2,0,1.2,0,52.9,16.7,1.3,0,0,1.31,17.328,13.2961,6.09,5125,14812,43662,33,32.6,63,26.6483,-999,-999,-999,-999,-999,-999,-999,-999,-999,62.7329,-999,-999,-999,-999,val
15422,Japan,EAS,warm_moist,139.5819,36.3317,40,25,other,suburban,0,0,0,0,0,30.7,2.5,0,3.9,0,1.3,0,45.1,13.9,1.4,0,0,0.155,19.212,7.2236,5.2,16649,20467,31741,61,55.43,63,22.7808,-999,-999,-999,-999,-999,-999,-999,-999,-999,51.2966,-999,-999,-999,-999,val
15423,Japan,EAS,warm_moist,139.7442,36.5672,155,27,other,suburban,0,0,0,0,0,58.4,0,0,1.9,0,0,0,27,8.5,2.2,0,0,0.362,10.913,10.3274,5.38,5227,5842,25109,59,41.9,63,29.9813,-999,-999,-999,-999,-999,-999,-999,-999,-999,54.0149,-999,-999,-999,-999,train
15424,Japan,EAS,cool_moist,139.6056,36.7506,600,202,other,suburban,0,0,0,0,3.3,88.9,0,0,0,0,0,0,4.2,1.5,1.1,0,0,0.038,0,1.74424,3.02,783,1078,24782,30,18.28,61,26.9747,-999,-999,-999,-999,-999,-999,-999,-999,-999,47.3828,-999,-999,-999,-999,test
15425,Japan,EAS,warm_moist,139.68,36.7264,407,85,other,suburban,0,0,0,0,2.3,79.5,0,0,0,0,0,0,11.2,3.5,1.6,0,0,0.029,0,1.74424,3.02,928,4390,25082,43,29,63,27.2589,-999,-999,-999,-999,-999,-999,-999,-999,-999,46.6223,-999,-999,-999,-999,test
15426,Japan,EAS,warm_moist,139.7972,36.315,36,15,other,suburban,0,0,0,0,0,14.6,3.3,0,6.1,0,1.1,0,62,10.4,1.6,0,0,0,13.828,11.0418,5.94,16418,16418,35811,63,55.1,63,26.3949,-999,-999,-999,-999,-999,-999,-999,-999,-999,55.2731,-999,-999,-999,-999,test
15427,Japan,EAS,warm_moist,140.0125,36.4403,65,10,other,suburban,0,0,0,0,0,24,2.2,0,3.2,0,0,0,53.9,10.2,5.4,0,0,0.193,20.924,3.88938,5.81,10183,11591,25109,61,48.6,63,27.5708,-999,-999,-999,-999,-999,-999,-999,-999,-999,52.8353,-999,-999,-999,-999,train
15428,Japan,EAS,warm_moist,140.0161,36.8708,232,39,other,suburban,0,0,0,0,1.8,60.7,0,0,0,0,0,0,26.7,1.6,8.9,0,0,0.215,10.712,3.20814,2.8,12900,14817,24634,61,47.07,62,33.5687,38.5466,26.5195,33.5,20.5,43.5,53,67.5,66,44.9935,56.8208,232.9794,23538.5447,12.5,0.5,train
15429,Japan,EAS,warm_moist,139.9236,36.8061,195,18,other,suburban,0,0,0,0,0,52.7,0,0,0,0,0,0,33,4.6,7.7,0,0,0.172,5.46,3.19463,3.18,3558,3590,25082,56,32.07,63,25.0647,-999,-999,-999,-999,-999,-999,-999,-999,-999,52.5755,-999,-999,-999,-999,train
15430,Japan,EAS,warm_moist,140.0539,36.9683,300,56,other,suburban,0,0,0,0,3.4,67.2,0,0,0,0,0,0,19.3,2.2,7.6,0,0,0.244,8.07,3.21235,2.49,3050,3406,14817,62,41.85,63,32.7254,37.9351,24.4614,31.3333,18.3333,42.3333,52.3333,70,66.5417,44.1037,58.8853,285.6415,23663.8965,18,2.6667,train
15431,Japan,EAS,warm_moist,139.8769,36.3842,56,9,other,suburban,0,0,0,0,0,17.8,2.7,0,5.2,0,0,0,59.1,11.1,2.4,0,0,0.344,10.72,11.0427,6.59,14394,15655,25109,54,47.83,63,23.28,-999,-999,-999,-999,-999,-999,-999,-999,-999,51.9158,-999,-999,-999,-999,train
15432,Japan,EAS,warm_moist,139.9144,36.4431,66,16,other,suburban,0,0,0,0,0,22.2,2.4,0,4.1,0,0,0,55.9,10.7,3.3,0,0,0.263,8.957,11.1301,5.89,10373,19149,25109,59,52.65,63,26.1297,36.1277,17.6418,24.75,9.75,39.75,53.5,75,71.3929,43.9704,62.3329,389.1298,27857.0864,29,7.25,train
15433,Japan,EAS,warm_moist,139.9406,36.5997,160,31,other,suburban,0,0,0,0,0,36.2,1.3,0,2.3,0,0,0,43.6,8,7.8,0,0,0.016,11.054,10.3282,5.75,17199,25095,25109,63,57.78,63,26.3378,34.7886,17.8914,25,11.75,37.75,49.75,69.215,65.1875,41.5511,57.6608,297.1939,20726.1593,18.25,3.75,train
15434,Japan,EAS,warm_moist,140.0936,36.4678,75,17,other,suburban,0,0,0,0,0,39,1.2,0,2.4,0,0,0,40.5,8,8.3,0,0,0.312,13.695,3.88938,5.81,8002,8881,25109,38,26.63,63,25.8978,33.8164,17.8482,24,11.5,38,49,64.5,62.8194,40.4164,53.8763,223.3282,18118.9916,11.5,1.5,train
15435,Japan,EAS,warm_moist,139.7408,36.2333,23,13,other,suburban,0,0,0,0,0,7.8,3.3,0,6.9,0,1,0,66.2,13,0,0,0,0.119,16.23,10.7867,6.44,15674,25372,43662,59,50.57,63,26.2534,35.7479,18.0167,25.25,11,38.5,52,75.5,71.25,43.5415,63.0033,406.9321,26895.0248,28.75,14.5,val
15436,Japan,EAS,warm_moist,139.7194,36.8322,393,81,other,suburban,0,0,0,0,6.5,83,0,0,0,0,0,0,7.1,1,1.6,0,0,0.094,0,3.19439,2.84,2325,4613,24782,40,15.53,62,34.0637,-999,-999,-999,-999,-999,-999,-999,-999,-999,52.6542,-999,-999,-999,-999,val
15437,Japan,EAS,warm_moist,140.15,36.6569,108,52,other,suburban,0,0,0,0,0,52.8,0,0,1.4,0,0,0,30.5,4.8,9.9,0,0,0.043,7.49,2.44691,3.83,3231,3264,25109,49,20.77,63,27.1263,-999,-999,-999,-999,-999,-999,-999,-999,41.1235,54.5666,-999,-999,10.5,-999,train
15438,Japan,EAS,warm_moist,140.1297,36.7617,120,13,other,suburban,0,0,0,0,0,59.5,0,0,0,0,0,0,30,1.9,8,0,0,0.113,7.667,2.4501,3.12,2752,3592,17199,31,19.18,63,25.4866,-999,-999,-999,-999,-999,-999,-999,61.4375,39.3391,52.0715,-999,-999,10.5,-999,train
15440,Japan,EAS,warm_moist,139.0753,36.375,99,20,other,suburban,0,0,0,0,0,41.8,2.4,0,8.4,0,2.4,0,28.7,11.2,3.1,0,0,0,15.19,13.6498,4.17,34526,37229,37259,63,62.87,63,32.5956,39.3811,25.1306,31,19,41.75,54.75,77,73.4688,46.4131,64.5017,381.8102,30750.1257,33.75,7.25,train
15441,Japan,EAS,warm_moist,139.1044,36.3953,98,21,other,suburban,0,0,0,0,0,41.8,2.4,0,8.4,0,2.4,0,28.7,11.2,3.1,0,0,0,15.19,13.6498,4.35,32692,32704,37259,63,62.16,63,31.2867,37.8194,23.7576,30.25,18,40.5,52.75,71.87,68.3125,44.712,60.9893,330.5636,25915.5784,23,3.25,train
15442,Japan,EAS,warm_moist,139.0958,36.405,102,21,other,suburban,0,0,0,0,0,41.8,2.4,0,8.4,0,2.4,0,28.7,11.2,3.1,0,0,0,15.19,13.6674,3.49,32692,34526,37259,63,61.78,63,31.818,38.1987,23.6181,30,17,41,53.6667,79,74.5,45.3743,63.5826,421.5354,29457.6634,35.6667,8.3333,train
15443,Japan,EAS,warm_moist,138.9972,36.3369,97,14,other,suburban,0,0,0,0,0,52.2,1.5,0,6.2,0,1.6,0,25,9.7,2.7,0,0,0.785,3.058,4.70407,3.75,32404,37259,37259,62,58.07,63,31.4858,-999,-999,-999,-999,-999,-999,-999,-999,-999,60.5482,-999,-999,-999,-999,train
15444,Japan,EAS,warm_moist,139.0753,36.3061,72,14,other,suburban,0,0,0,0,0,36.7,2.8,1.4,10.1,0,2.8,0,31.7,11.4,2.4,0,0,0.969,1.127,13.6498,4.17,37229,37259,37259,63,62.07,63,33.2996,43.9492,23.2693,31,17,45.125,60.5,92.5,86.375,52.3025,71.5723,544.0203,46225.8015,65.5,31,train
15445,Japan,EAS,warm_moist,139.3425,36.4092,103,43,other,suburban,0,0,0,0,0,38.8,2.8,1.3,6.7,0,2.6,0,30.2,15.4,1.4,0,0,0.425,5.254,9.84697,3.71,18427,22633,37229,62,49.91,63,31.7817,-999,-999,-999,-999,-999,-999,-999,-999,-999,56.1534,-999,-999,-999,-999,train
15446,Japan,EAS,warm_moist,139.1939,36.3142,57,15,other,suburban,0,0,0,0,0,29.9,3.1,1.5,9.8,0,3.2,0,32.1,17.5,2,0,0,0.355,5.521,13.6498,4.35,35957,35957,37259,63,62.51,63,31.417,-999,-999,-999,-999,-999,-999,-999,-999,-999,60.0502,-999,-999,-999,-999,train
15447,Japan,EAS,warm_moist,139.3814,36.2897,58,13,other,suburban,0,0,0,0,0,21.5,3.2,1.4,8.9,0,2.8,0,43.2,17.1,1,0,0,0.348,11.208,12.131,5.46,25720,31741,35957,63,62.28,63,29.0534,-999,-999,-999,-999,-999,-999,-999,-999,-999,58.9001,-999,-999,-999,-999,train
15448,Japan,EAS,warm_moist,139.0425,36.6461,410,77,other,suburban,0,0,0,0,5,77.5,0,0,1.8,0,0,0,9.3,2.2,3.4,0,0,0.376,6.684,2.23883,2.59,5308,5513,22416,50,32,63,32.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,51.9828,-999,-999,-999,-999,train
15449,Japan,EAS,warm_moist,139.5317,36.25,22,8,other,suburban,0,0,0,0,0,15.4,2.7,0,6.1,0,1.4,0,51.7,20.3,1.2,0,0,1.163,16.92,13.2961,5.75,21055,21810,53956,63,59.28,63,29.0603,39.4819,19.2244,26.6667,11.6667,41,57.6667,86.6667,82.2917,48.1902,72.1661,557.2189,38045.3015,49.6667,29,train
15450,Japan,EAS,warm_moist,138.9953,36.4989,240,48,other,suburban,0,0,0,0,0,61.1,0,0,4.4,0,1,0,20.4,7.8,3.2,0,0,0.81,0,4.71013,3.16,15997,15997,37259,59,44.88,63,32.928,40.3227,24.1068,30.25,17.5,42.5,56.75,82.45,78,48.0458,67.6469,468.8594,34890.0966,45,13.25,train
15452,Japan,EAS,warm_moist,138.8953,36.2589,162,30,other,suburban,0,0,0,0,1,73.5,0,0,3.5,0,0,0,13.6,4.9,1.7,0,0,0.408,0,1.39833,3.82,8963,8963,37259,60,39.23,63,31.735,-999,-999,-999,-999,-999,-999,-999,-999,-999,58.349,-999,-999,-999,-999,train
15453,Japan,EAS,warm_moist,138.8958,36.3303,169,34,other,suburban,0,0,0,0,0,68,0,0,4.2,0,0,0,16,7.1,2.1,0,0,0.369,4.848,4.70407,3.52,8309,14096,37259,53,43.51,63,28.0153,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.356,-999,-999,-999,-999,train
15454,Japan,EAS,warm_moist,138.9711,36.4011,215,107,other,suburban,0,0,0,0,0,53.8,1.4,0,5.9,0,1.5,0,23.9,9.1,3.1,0,0,0.321,0,4.71013,3.16,6672,20680,37259,55,47.95,63,34.161,42.8534,27.2302,33,21,45,59,85.5,82.3125,50.2292,63.1433,484.5079,39893.2196,47.5,21,train
15455,Japan,EAS,warm_moist,138.8283,36.5769,350,17,other,suburban,0,0,0,0,3.1,83,0,0,1.9,0,0,0,7.4,1.1,2.7,0,0,0.099,0,1.52717,2.35,1083,1227,20708,43,19.02,62,27.4245,35.3937,17.4615,23,12,37.25,51.5,75.25,70.0938,42.6078,61.5848,418.6307,25214.0903,27.5,6.25,val
15456,Japan,EAS,cool_moist,138.5153,36.5072,930,134,other,suburban,0,0,0,0,4.6,75.6,0,0,0,0,1.7,0,10.9,1.5,5,0,0,0.932,0,0.6785,1.44,494,495,15206,11,10.53,63,35.4815,42.5151,27.3057,36,22.5,45.5,55.5,70,67.375,47.4227,61.5218,274.2755,30808.2103,16.5,2.5,train
15457,Japan,EAS,warm_moist,138.9828,36.7311,430,49,other,suburban,0,0,0,0,6.3,80.7,0,0,1,0,0,0,5.2,0,5.1,0,0,0.114,0.938,1.53111,2.16,2493,3793,12994,11,15.96,61,34.8586,-999,-999,-999,-999,-999,-999,-999,-999,-999,57.8418,-999,-999,-999,-999,test
15458,Japan,EAS,warm_moist,139.11,36.2989,70,15,other,suburban,0,0,0,0,0,36.7,2.8,1.4,10.1,0,2.8,0,31.7,11.4,2.4,0,0,0.969,1.127,6.11847,4.69,31744,37229,37259,62,61.77,63,30.4583,-999,-999,-999,-999,-999,-999,-999,-999,-999,59.3762,-999,-999,-999,-999,train
15459,Japan,EAS,warm_moist,139.2772,36.3086,60,19,other,suburban,0,0,0,0,0,24,3.3,1.5,9.6,0,3,0,37.4,19.1,1.5,0,0,0.465,1.014,9.83356,4.44,16103,26352,37259,62,60.64,63,26.2089,-999,-999,-999,-999,-999,-999,-999,-999,-999,57.8704,-999,-999,-999,-999,train
15460,Japan,EAS,warm_moist,139.4078,36.2456,48,12,other,suburban,0,0,0,0,0,17.1,3.3,1.4,9.5,0,2.8,0,45.6,18.7,0,0,0,0.202,16.97,12.131,5.47,25196,31741,43114,57,56.95,63,27.7195,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,train
15461,Japan,EAS,warm_moist,139.7269,35.9136,10.8,4,other,suburban,0,0,0,0,0,1.1,1.7,0,3.8,0,0,0,29.3,63.5,0,0,0,0.46,6.046,35.291,9.84,92346,147468,303242,63,62.79,63,26.5726,35.9691,18.2022,25.3333,10.3333,39,52.3333,75.6667,70.9167,43.6805,60.7274,470.3787,27013.7509,27.6667,13,train
15462,Japan,EAS,warm_moist,139.4861,35.8903,15,13,other,suburban,0,0,0,0,0,15.6,1.7,0,4.6,0,0,0,15.4,61.8,0,0,0,0.154,0,15.3455,9.71,54768,67761,285667,63,63,63,27.463,37.1246,18.3035,26.25,9.75,40.5,55.5,80.25,76.625,45.5455,68.6863,527.7298,32557.0011,41,19.5,train
15463,Japan,EAS,warm_moist,139.4869,35.9278,15,6,other,suburban,0,0,0,0,0,16.2,1.7,0,5.1,0,0,0,21.5,54.6,0,0,0,0.154,0,15.3649,8.04,53460,54768,255927,63,62.23,63,26.5187,35.3802,17.9482,24.5,10,38.75,53,76,71.3438,43.284,64.6154,423.9219,27271.9435,28.25,12,train
15464,Japan,EAS,warm_moist,139.4267,35.9194,28,15,other,suburban,0,0,0,0,0,25,1.4,0,5.4,0,0,0,19.5,47.5,0,0,0,0.305,0,15.3649,8.04,40572,60836,219553,63,62.85,63,26.3262,36.0815,17.3978,25,8.25,39.25,54,78,72.9688,44.2442,65.0822,451.3385,29459.595,33,15.75,train
15465,Japan,EAS,warm_moist,139.3881,36.1478,30,11,other,suburban,0,0,0,0,0,19.4,2.9,0,8.9,0,1.8,0,41.9,22.8,0,0,0,0.078,19.681,12.1155,5.69,26674,30405,60836,63,59.95,63,28.4536,37.4404,19.7419,26.75,12.5,40.5,55,80.25,74.8125,45.5989,67.9598,436.3896,31760.5903,38,16,train
15466,Japan,EAS,warm_moist,139.7239,35.8078,2,2,other,suburban,4.2,0,0,0,0,0,0,0,0,0,0,0,6.2,86.5,0,0,0,0,0.111,35.2464,12.53,186544,269624,303242,63,63,63,27.9349,-999,-999,-999,-999,-999,-999,-999,-999,-999,59.8828,-999,-999,-999,-999,train
